"ContentId","StableId","ContentType","ContentSubtype","SourceKind","SeasonId","SeasonNumber","UniverseYearOrDate","RaceOrEventId","DriverId","TeamId","StoryThreadId","Title","ContentProvenance","ExpectedAssetId","ConfiguredAssetPath","ResolvedPhysicalFile","CurrentFallbackPath","UiSurfaces","Ships","ReachableInUi","ImageWidth","ImageHeight","AspectRatio","FileFormat","FileSizeBytes","HasAlpha","DecodeStatus","BuildCopyStatus","PublishPackageStatus","Sha256","PerceptualHash","ExactReuseCount","NearDuplicateReuseCount","ExactDuplicateGroup","NearDuplicateGroup","PlaceholderDetectionReason","CurrentAuditStatus","Severity","RecommendedAction","NewArtRequired","Notes","SourceFile","SourceLocator"
"smgp-race-history:s05:r16","race:5:16","HISTORY","SMGP_GENERATED_RACE_SLOT","GENERATED","ordinal:5","5","1994","round:16","","","","Season 5 race archive, round 16","careerUniverse","smgp-race:5:16","data/ams2/smgp/rounds/16.(jpg|jpeg|png)","data/ams2/smgp/rounds/16.jpg","History race card semantic panel when the round image is absent","History race archive card; History chronological event","True","AFTER_RACE_IS_STORED","800","450","1.7778","jpg","200429","False","OK","LOOSE_COPY_DECLARED","MATCHES_SOURCE","4ca8a8481c51a8cc992b260a02adf511ea0eb793abbe685a051cfc78e1220b9f","0011011100110100010001100110010100110100011100100100010001000011","18","","","","","GENERIC_FALLBACK|UNKNOWN_REQUIRES_REVIEW|PROVENANCE_REVIEW","P2","Stage B integration: bind by stable venue/track identity after comparing a live shuffled career. Existing art may be reusable after correct mapping.","False","Exact mismatch is unknown without a concrete career seed/database. The system shuffles season-2+ calendars, while this UI binding uses only Round.","src/Companion.App/Views/HistoryView.xaml","HistoryRaceTemplate round image binding"
"smgp-race-history:s05:r02","race:5:2","HISTORY","SMGP_GENERATED_RACE_SLOT","GENERATED","ordinal:5","5","1994","round:2","","","","Season 5 race archive, round 2","careerUniverse","smgp-race:5:2","data/ams2/smgp/rounds/2.(jpg|jpeg|png)","data/ams2/smgp/rounds/2.jpg","History race card semantic panel when the round image is absent","History race archive card; History chronological event","True","AFTER_RACE_IS_STORED","800","450","1.7778","jpg","178620","False","OK","LOOSE_COPY_DECLARED","MATCHES_SOURCE","915094dcd20381e9209234a8c15b674f64cc08b755e6b58711708213e442d93b","0001101101001111010000010111000001110101010110110011001100100111","18","","","","","GENERIC_FALLBACK|UNKNOWN_REQUIRES_REVIEW|PROVENANCE_REVIEW","P2","Stage B integration: bind by stable venue/track identity after comparing a live shuffled career. Existing art may be reusable after correct mapping.","False","Exact mismatch is unknown without a concrete career seed/database. The system shuffles season-2+ calendars, while this UI binding uses only Round.","src/Companion.App/Views/HistoryView.xaml","HistoryRaceTemplate round image binding"
"smgp-race-history:s05:r03","race:5:3","HISTORY","SMGP_GENERATED_RACE_SLOT","GENERATED","ordinal:5","5","1994","round:3","","","","Season 5 race archive, round 3","careerUniverse","smgp-race:5:3","data/ams2/smgp/rounds/3.(jpg|jpeg|png)","data/ams2/smgp/rounds/3.jpg","History race card semantic panel when the round image is absent","History race archive card; History chronological event","True","AFTER_RACE_IS_STORED","800","450","1.7778","jpg","166356","False","OK","LOOSE_COPY_DECLARED","MATCHES_SOURCE","fbba9aed437c6a1e69613e1f4d309f755b8daf440025fa131fa45ed1f7d682f6","0101010000100010000001000100010000100111001100100001100000011000","18","","","","","GENERIC_FALLBACK|UNKNOWN_REQUIRES_REVIEW|PROVENANCE_REVIEW","P2","Stage B integration: bind by stable venue/track identity after comparing a live shuffled career. Existing art may be reusable after correct mapping.","False","Exact mismatch is unknown without a concrete career seed/database. The system shuffles season-2+ calendars, while this UI binding uses only Round.","src/Companion.App/Views/HistoryView.xaml","HistoryRaceTemplate round image binding"
"smgp-race-history:s05:r04","race:5:4","HISTORY","SMGP_GENERATED_RACE_SLOT","GENERATED","ordinal:5","5","1994","round:4","","","","Season 5 race archive, round 4","careerUniverse","smgp-race:5:4","data/ams2/smgp/rounds/4.(jpg|jpeg|png)","data/ams2/smgp/rounds/4.jpg","History race card semantic panel when the round image is absent","History race archive card; History chronological event","True","AFTER_RACE_IS_STORED","800","450","1.7778","jpg","178499","False","OK","LOOSE_COPY_DECLARED","MATCHES_SOURCE","6ced835d0b7a85f17be9581ee7ad36c1d1369f8d891c4472a2119f0e86934055","0110010001111001000000010101000101001110011010110101000101110001","18","","","","","GENERIC_FALLBACK|UNKNOWN_REQUIRES_REVIEW|PROVENANCE_REVIEW","P2","Stage B integration: bind by stable venue/track identity after comparing a live shuffled career. Existing art may be reusable after correct mapping.","False","Exact mismatch is unknown without a concrete career seed/database. The system shuffles season-2+ calendars, while this UI binding uses only Round.","src/Companion.App/Views/HistoryView.xaml","HistoryRaceTemplate round image binding"
"smgp-race-history:s05:r05","race:5:5","HISTORY","SMGP_GENERATED_RACE_SLOT","GENERATED","ordinal:5","5","1994","round:5","","","","Season 5 race archive, round 5","careerUniverse","smgp-race:5:5","data/ams2/smgp/rounds/5.(jpg|jpeg|png)","data/ams2/smgp/rounds/5.jpg","History race card semantic panel when the round image is absent","History race archive card; History chronological event","True","AFTER_RACE_IS_STORED","800","450","1.7778","jpg","170793","False","OK","LOOSE_COPY_DECLARED","MATCHES_SOURCE","1e48a9d5af9770a40723b97570f8a7241dae8d9e7ebd5aec2a93ef15c69d404d","0001111000011110000001100100011001001100011111100111100101001101","18","","","","","GENERIC_FALLBACK|UNKNOWN_REQUIRES_REVIEW|PROVENANCE_REVIEW","P2","Stage B integration: bind by stable venue/track identity after comparing a live shuffled career. Existing art may be reusable after correct mapping.","False","Exact mismatch is unknown without a concrete career seed/database. The system shuffles season-2+ calendars, while this UI binding uses only Round.","src/Companion.App/Views/HistoryView.xaml","HistoryRaceTemplate round image binding"
"smgp-race-history:s05:r06","race:5:6","HISTORY","SMGP_GENERATED_RACE_SLOT","GENERATED","ordinal:5","5","1994","round:6","","","","Season 5 race archive, round 6","careerUniverse","smgp-race:5:6","data/ams2/smgp/rounds/6.(jpg|jpeg|png)","data/ams2/smgp/rounds/6.jpg","History race card semantic panel when the round image is absent","History race archive card; History chronological event","True","AFTER_RACE_IS_STORED","800","450","1.7778","jpg","152389","False","OK","LOOSE_COPY_DECLARED","MATCHES_SOURCE","ac7383fe58e5ccc060b5698d77482e97244564ebe212aaabfe1a16f81663535b","0100100101101001001010100010011100000111011000000101000001010000","18","","","","","GENERIC_FALLBACK|UNKNOWN_REQUIRES_REVIEW|PROVENANCE_REVIEW","P2","Stage B integration: bind by stable venue/track identity after comparing a live shuffled career. Existing art may be reusable after correct mapping.","False","Exact mismatch is unknown without a concrete career seed/database. The system shuffles season-2+ calendars, while this UI binding uses only Round.","src/Companion.App/Views/HistoryView.xaml","HistoryRaceTemplate round image binding"
"smgp-race-history:s05:r07","race:5:7","HISTORY","SMGP_GENERATED_RACE_SLOT","GENERATED","ordinal:5","5","1994","round:7","","","","Season 5 race archive, round 7","careerUniverse","smgp-race:5:7","data/ams2/smgp/rounds/7.(jpg|jpeg|png)","data/ams2/smgp/rounds/7.jpg","History race card semantic panel when the round image is absent","History race archive card; History chronological event","True","AFTER_RACE_IS_STORED","800","450","1.7778","jpg","183233","False","OK","LOOSE_COPY_DECLARED","MATCHES_SOURCE","342f83d241a2af5b246f3e435a0bfb90dfe69fe16971806bdf6ad6ca105997d1","0010010000101110000001110001001101011101001101100100001001000010","18","","","","","GENERIC_FALLBACK|UNKNOWN_REQUIRES_REVIEW|PROVENANCE_REVIEW","P2","Stage B integration: bind by stable venue/track identity after comparing a live shuffled career. Existing art may be reusable after correct mapping.","False","Exact mismatch is unknown without a concrete career seed/database. The system shuffles season-2+ calendars, while this UI binding uses only Round.","src/Companion.App/Views/HistoryView.xaml","HistoryRaceTemplate round image binding"
"smgp-race-history:s05:r08","race:5:8","HISTORY","SMGP_GENERATED_RACE_SLOT","GENERATED","ordinal:5","5","1994","round:8","","","","Season 5 race archive, round 8","careerUniverse","smgp-race:5:8","data/ams2/smgp/rounds/8.(jpg|jpeg|png)","data/ams2/smgp/rounds/8.jpg","History race card semantic panel when the round image is absent","History race archive card; History chronological event","True","AFTER_RACE_IS_STORED","800","450","1.7778","jpg","129207","False","OK","LOOSE_COPY_DECLARED","MATCHES_SOURCE","147694d7fdb5a93567ac9ff5f2841ebb93cd552029a865442bdf35c6bf155d00","0111001001110000010110000011000100011111010101100101001101100000","18","","","","","GENERIC_FALLBACK|UNKNOWN_REQUIRES_REVIEW|PROVENANCE_REVIEW","P2","Stage B integration: bind by stable venue/track identity after comparing a live shuffled career. Existing art may be reusable after correct mapping.","False","Exact mismatch is unknown without a concrete career seed/database. The system shuffles season-2+ calendars, while this UI binding uses only Round.","src/Companion.App/Views/HistoryView.xaml","HistoryRaceTemplate round image binding"
"smgp-race-history:s05:r09","race:5:9","HISTORY","SMGP_GENERATED_RACE_SLOT","GENERATED","ordinal:5","5","1994","round:9","","","","Season 5 race archive, round 9","careerUniverse","smgp-race:5:9","data/ams2/smgp/rounds/9.(jpg|jpeg|png)","data/ams2/smgp/rounds/9.jpg","History race card semantic panel when the round image is absent","History race archive card; History chronological event","True","AFTER_RACE_IS_STORED","800","450","1.7778","jpg","182751","False","OK","LOOSE_COPY_DECLARED","MATCHES_SOURCE","6012e8332fce4c331a9cb1665d950f9c7efd15f4c5f62c562cccdb88ea69bb8e","0000111000000111001100110011001101100011011011110101100101010001","18","","","","","GENERIC_FALLBACK|UNKNOWN_REQUIRES_REVIEW|PROVENANCE_REVIEW","P2","Stage B integration: bind by stable venue/track identity after comparing a live shuffled career. Existing art may be reusable after correct mapping.","False","Exact mismatch is unknown without a concrete career seed/database. The system shuffles season-2+ calendars, while this UI binding uses only Round.","src/Companion.App/Views/HistoryView.xaml","HistoryRaceTemplate round image binding"
"smgp-race-history:s06:r01","race:6:1","HISTORY","SMGP_GENERATED_RACE_SLOT","GENERATED","ordinal:6","6","1995","round:1","","","","Season 6 race archive, round 1","careerUniverse","smgp-race:6:1","data/ams2/smgp/rounds/1.(jpg|jpeg|png)","data/ams2/smgp/rounds/1.jpg","History race card semantic panel when the round image is absent","History race archive card; History chronological event","True","AFTER_RACE_IS_STORED","800","450","1.7778","jpg","165845","False","OK","LOOSE_COPY_DECLARED","MATCHES_SOURCE","9f76979bf93eeb6a39ca7f89a59a4e8b8d01fe09a42758492bde5be46a35da7e","0100001000001100000001110100001100001111001011000100011001000011","18","","","","","GENERIC_FALLBACK|UNKNOWN_REQUIRES_REVIEW|PROVENANCE_REVIEW","P2","Stage B integration: bind by stable venue/track identity after comparing a live shuffled career. Existing art may be reusable after correct mapping.","False","Exact mismatch is unknown without a concrete career seed/database. The system shuffles season-2+ calendars, while this UI binding uses only Round.","src/Companion.App/Views/HistoryView.xaml","HistoryRaceTemplate round image binding"
"smgp-race-history:s06:r10","race:6:10","HISTORY","SMGP_GENERATED_RACE_SLOT","GENERATED","ordinal:6","6","1995","round:10","","","","Season 6 race archive, round 10","careerUniverse","smgp-race:6:10","data/ams2/smgp/rounds/10.(jpg|jpeg|png)","data/ams2/smgp/rounds/10.jpg","History race card semantic panel when the round image is absent","History race archive card; History chronological event","True","AFTER_RACE_IS_STORED","800","450","1.7778","jpg","161754","False","OK","LOOSE_COPY_DECLARED","MATCHES_SOURCE","61a928bed30c409a653da8e0f74112f5736fa1a2a45980810f88b26fdeada781","0101001101101011000011110100100101010001011101010010011001000010","18","","","","","GENERIC_FALLBACK|UNKNOWN_REQUIRES_REVIEW|PROVENANCE_REVIEW","P2","Stage B integration: bind by stable venue/track identity after comparing a live shuffled career. Existing art may be reusable after correct mapping.","False","Exact mismatch is unknown without a concrete career seed/database. The system shuffles season-2+ calendars, while this UI binding uses only Round.","src/Companion.App/Views/HistoryView.xaml","HistoryRaceTemplate round image binding"
"smgp-race-history:s06:r11","race:6:11","HISTORY","SMGP_GENERATED_RACE_SLOT","GENERATED","ordinal:6","6","1995","round:11","","","","Season 6 race archive, round 11","careerUniverse","smgp-race:6:11","data/ams2/smgp/rounds/11.(jpg|jpeg|png)","data/ams2/smgp/rounds/11.jpg","History race card semantic panel when the round image is absent","History race archive card; History chronological event","True","AFTER_RACE_IS_STORED","800","450","1.7778","jpg","171790","False","OK","LOOSE_COPY_DECLARED","MATCHES_SOURCE","78521b3ad3099b00709ae72c980f0e213664cd4021ad62438e13ce331d04652d","0100000101010001000011110001110100111001011101110000111001001000","18","","","","","GENERIC_FALLBACK|UNKNOWN_REQUIRES_REVIEW|PROVENANCE_REVIEW","P2","Stage B integration: bind by stable venue/track identity after comparing a live shuffled career. Existing art may be reusable after correct mapping.","False","Exact mismatch is unknown without a concrete career seed/database. The system shuffles season-2+ calendars, while this UI binding uses only Round.","src/Companion.App/Views/HistoryView.xaml","HistoryRaceTemplate round image binding"
"smgp-race-history:s06:r12","race:6:12","HISTORY","SMGP_GENERATED_RACE_SLOT","GENERATED","ordinal:6","6","1995","round:12","","","","Season 6 race archive, round 12","careerUniverse","smgp-race:6:12","data/ams2/smgp/rounds/12.(jpg|jpeg|png)","data/ams2/smgp/rounds/12.jpg","History race card semantic panel when the round image is absent","History race archive card; History chronological event","True","AFTER_RACE_IS_STORED","800","450","1.7778","jpg","158924","False","OK","LOOSE_COPY_DECLARED","MATCHES_SOURCE","b0f0e3b8b468cc9b870e8cb75ca6d0d97cee4ace18dd2b10ba45ebe30cbac6dc","0011011000111001010011100100111001011010000111000100101101101000","18","","","","","GENERIC_FALLBACK|UNKNOWN_REQUIRES_REVIEW|PROVENANCE_REVIEW","P2","Stage B integration: bind by stable venue/track identity after comparing a live shuffled career. Existing art may be reusable after correct mapping.","False","Exact mismatch is unknown without a concrete career seed/database. The system shuffles season-2+ calendars, while this UI binding uses only Round.","src/Companion.App/Views/HistoryView.xaml","HistoryRaceTemplate round image binding"
"smgp-race-history:s06:r13","race:6:13","HISTORY","SMGP_GENERATED_RACE_SLOT","GENERATED","ordinal:6","6","1995","round:13","","","","Season 6 race archive, round 13","careerUniverse","smgp-race:6:13","data/ams2/smgp/rounds/13.(jpg|jpeg|png)","data/ams2/smgp/rounds/13.jpg","History race card semantic panel when the round image is absent","History race archive card; History chronological event","True","AFTER_RACE_IS_STORED","800","450","1.7778","jpg","170150","False","OK","LOOSE_COPY_DECLARED","MATCHES_SOURCE","c4bae30a7d1ec89db0ea17ad8b346163cbcfc8ef1476660b814024346722a28b","0110001101111111000011110100111001101101000111000100111001101000","18","","","","","GENERIC_FALLBACK|UNKNOWN_REQUIRES_REVIEW|PROVENANCE_REVIEW","P2","Stage B integration: bind by stable venue/track identity after comparing a live shuffled career. Existing art may be reusable after correct mapping.","False","Exact mismatch is unknown without a concrete career seed/database. The system shuffles season-2+ calendars, while this UI binding uses only Round.","src/Companion.App/Views/HistoryView.xaml","HistoryRaceTemplate round image binding"
"smgp-race-history:s06:r14","race:6:14","HISTORY","SMGP_GENERATED_RACE_SLOT","GENERATED","ordinal:6","6","1995","round:14","","","","Season 6 race archive, round 14","careerUniverse","smgp-race:6:14","data/ams2/smgp/rounds/14.(jpg|jpeg|png)","data/ams2/smgp/rounds/14.jpg","History race card semantic panel when the round image is absent","History race archive card; History chronological event","True","AFTER_RACE_IS_STORED","800","450","1.7778","jpg","162492","False","OK","LOOSE_COPY_DECLARED","MATCHES_SOURCE","995fd413374680952b5196d25d868ecccba9f8593e539ab1f18e503cca716dd7","0000010100000001010000010100011001100100010001010011010100100111","18","","","","","GENERIC_FALLBACK|UNKNOWN_REQUIRES_REVIEW|PROVENANCE_REVIEW","P2","Stage B integration: bind by stable venue/track identity after comparing a live shuffled career. Existing art may be reusable after correct mapping.","False","Exact mismatch is unknown without a concrete career seed/database. The system shuffles season-2+ calendars, while this UI binding uses only Round.","src/Companion.App/Views/HistoryView.xaml","HistoryRaceTemplate round image binding"
